Store_ID,Date,Region,Brand,Budget_Local
S0057,2024-03-09,Taiwan,Pizza Hut,114851.9580526014
S0177,2024-03-09,Taiwan,Pizza Hut,89961.377020378321
S0284,2024-03-09,Taiwan,Pizza Hut,45460.097176930969
S0280,2024-03-09,Taiwan,Pizza Hut,38408.627186849357
S0152,2024-03-09,Taiwan,Pizza Hut,85740.2089272812
S0258,2024-03-09,Taiwan,Pizza Hut,43774.250840732784
S0173,2024-03-09,Taiwan,Pizza Hut,77756.260626900155
S0156,2024-03-09,Taiwan,Pizza Hut,46419.72845612972
S0040,2024-03-09,Taiwan,Pizza Hut,117137.67136044572
S0084,2024-03-09,Taiwan,Pizza Hut,104740.24836565816
S0104,2024-03-09,Taiwan,Pizza Hut,71150.051607401561
S0179,2024-03-09,Taiwan,Pizza Hut,82187.075127673015
S0082,2024-03-09,Taiwan,Pizza Hut,102784.64755493517
S0163,2024-03-09,Taiwan,Pizza Hut,57492.284900199884
S0076,2024-03-09,Taiwan,Pizza Hut,92407.8307252246
S0097,2024-03-09,Taiwan,Pizza Hut,70936.065819853888
S0216,2024-03-09,Taiwan,Pizza Hut,47270.703922208559
S0300,2024-03-09,Taiwan,Pizza Hut,36770.89203514011
S0301,2024-03-09,Taiwan,Pizza Hut,34439.880456172134
S0107,2024-03-09,Taiwan,Pizza Hut,92646.3309958036
S0007,2024-03-09,Taiwan,Pizza Hut,96202.905306752218
S0024,2024-03-09,Taiwan,Pizza Hut,85373.634198879052
S0206,2024-03-09,Taiwan,Pizza Hut,28441.597545760313
S0132,2024-03-09,Taiwan,Pizza Hut,99427.073730757111
S0210,2024-03-09,Taiwan,Pizza Hut,53765.846651613771
S0227,2024-03-09,Taiwan,Pizza Hut,74987.622930261015
S0292,2024-03-09,Taiwan,Pizza Hut,29377.953165291903
S0063,2024-03-09,Taiwan,Pizza Hut,67584.151300518191
S0278,2024-03-09,Taiwan,Pizza Hut,53219.856652293893
S0049,2024-03-09,Taiwan,Pizza Hut,80971.254014310092
S0127,2024-03-09,Taiwan,Pizza Hut,65082.61208070306
S0013,2024-03-09,Taiwan,Pizza Hut,81745.844049271356
S0209,2024-03-09,Taiwan,Pizza Hut,45690.379889879223
S0264,2024-03-09,Taiwan,Pizza Hut,39250.974188221255
S0197,2024-03-09,Taiwan,Pizza Hut,45666.730198740668
S0238,2024-03-09,Taiwan,Pizza Hut,79363.217979763736
S0296,2024-03-09,Taiwan,Pizza Hut,33355.177919066977
S0085,2024-03-09,Taiwan,Pizza Hut,94357.57428922382
S0295,2024-03-09,Taiwan,Pizza Hut,30677.762656161
S0046,2024-03-09,Taiwan,Pizza Hut,83304.855735362173
S0261,2024-03-09,Taiwan,Pizza Hut,62664.375790506267
S0001,2024-03-09,Taiwan,Pizza Hut,30421.0633109061
S0109,2024-03-09,Taiwan,Pizza Hut,159790.65496747196
S0044,2024-03-09,Taiwan,Pizza Hut,119037.58794117277
S0071,2024-03-09,Taiwan,Pizza Hut,86455.990851997485
S0004,2024-03-09,Taiwan,Pizza Hut,78812.421607807686
S0162,2024-03-09,Taiwan,Pizza Hut,70879.174805444956
S0161,2024-03-09,Taiwan,Pizza Hut,102235.22993512207
S0072,2024-03-09,Taiwan,Pizza Hut,89756.341369810456
S0200,2024-03-09,Taiwan,Pizza Hut,45526.137386041148
S0266,2024-03-09,Taiwan,Pizza Hut,42425.360792729822
S0116,2024-03-09,Taiwan,Pizza Hut,106387.94530975353
S0150,2024-03-09,Taiwan,Pizza Hut,47491.167394116077
S0103,2024-03-09,Taiwan,Pizza Hut,90084.495548955456
S0043,2024-03-09,Taiwan,Pizza Hut,93841.356548433367
S0014,2024-03-09,Taiwan,Pizza Hut,68575.595443829443
S0250,2024-03-09,Taiwan,Pizza Hut,47112.836316749112
S0110,2024-03-09,Taiwan,Pizza Hut,80349.6401487914
S0241,2024-03-09,Taiwan,Pizza Hut,82043.8133631448
S0035,2024-03-09,Taiwan,Pizza Hut,84759.414337422946
S0026,2024-03-09,Taiwan,Pizza Hut,102575.94136217839
S0121,2024-03-09,Taiwan,Pizza Hut,63165.7197438149
S0129,2024-03-09,Taiwan,Pizza Hut,83979.598810048585
S0326,2024-03-09,Taiwan,Pizza Hut,66774.503493389653
S0265,2024-03-09,Taiwan,Pizza Hut,73455.633597011853
S0094,2024-03-09,Taiwan,Pizza Hut,65569.280973661851
S0196,2024-03-09,Taiwan,Pizza Hut,58542.474335228646
S0305,2024-03-09,Taiwan,Pizza Hut,36942.872567349659
S0086,2024-03-09,Taiwan,Pizza Hut,124653.3582427447
S0124,2024-03-09,Taiwan,Pizza Hut,79072.231431737615
S0271,2024-03-09,Taiwan,Pizza Hut,83357.196534258765
S0087,2024-03-09,Taiwan,Pizza Hut,77901.987305296323
S0091,2024-03-09,Taiwan,Pizza Hut,88824.58473064116
S0061,2024-03-09,Taiwan,Pizza Hut,106067.58168548832
S0016,2024-03-09,Taiwan,Pizza Hut,86558.448231603543
S0794,2024-03-09,Taiwan,Pizza Hut,140806.53826631332
S0112,2024-03-09,Taiwan,Pizza Hut,59432.5043537202
S0225,2024-03-09,Taiwan,Pizza Hut,83277.33157782878
S0167,2024-03-09,Taiwan,Pizza Hut,68893.425679255117
S0108,2024-03-09,Taiwan,Pizza Hut,87927.821409961383
S0253,2024-03-09,Taiwan,Pizza Hut,63347.199936212892
S0276,2024-03-09,Taiwan,Pizza Hut,47450.613984303644
S0069,2024-03-09,Taiwan,Pizza Hut,110701.42620039398
S0122,2024-03-09,Taiwan,Pizza Hut,69825.351368821328
S0270,2024-03-09,Taiwan,Pizza Hut,39223.047792778365
S0234,2024-03-09,Taiwan,Pizza Hut,52089.71467886059
S0185,2024-03-09,Taiwan,Pizza Hut,71346.02147771843
S0183,2024-03-09,Taiwan,Pizza Hut,50124.597261990122
S0208,2024-03-09,Taiwan,Pizza Hut,49759.425499123114
S0051,2024-03-09,Taiwan,Pizza Hut,74212.417039842127
S0038,2024-03-09,Taiwan,Pizza Hut,63068.722194134549
S0283,2024-03-09,Taiwan,Pizza Hut,67521.941525704882
S0137,2024-03-09,Taiwan,Pizza Hut,85106.650754368311
S0221,2024-03-09,Taiwan,Pizza Hut,58749.141709803785
S0089,2024-03-09,Taiwan,Pizza Hut,102947.90435226905
S0070,2024-03-09,Taiwan,Pizza Hut,105027.70729803113
S0299,2024-03-09,Taiwan,Pizza Hut,30511.514140712814
S0008,2024-03-09,Taiwan,Pizza Hut,101102.30514058079
S0187,2024-03-09,Taiwan,Pizza Hut,74301.347485369974
S0297,2024-03-09,Taiwan,Pizza Hut,38314.004680334561
S0041,2024-03-09,Taiwan,Pizza Hut,94339.85202568688
S0117,2024-03-09,Taiwan,Pizza Hut,85722.459207713211
S0237,2024-03-09,Taiwan,Pizza Hut,63056.1506599762
S0219,2024-03-09,Taiwan,Pizza Hut,49523.298587347213
S0140,2024-03-09,Taiwan,Pizza Hut,71352.8395690435
S0304,2024-03-09,Taiwan,Pizza Hut,41898.062908178625
S0203,2024-03-09,Taiwan,Pizza Hut,94177.107129124051
S0267,2024-03-09,Taiwan,Pizza Hut,50654.5156093906
S0233,2024-03-09,Taiwan,Pizza Hut,42890.437231374053
S0153,2024-03-09,Taiwan,Pizza Hut,96630.589869655552
S0062,2024-03-09,Taiwan,Pizza Hut,79297.151612754766
S0005,2024-03-09,Taiwan,Pizza Hut,93323.153381324926
S0172,2024-03-09,Taiwan,Pizza Hut,42753.26867073265
S0232,2024-03-09,Taiwan,Pizza Hut,57879.882177946944
S0229,2024-03-09,Taiwan,Pizza Hut,66027.922042359409
S0287,2024-03-09,Taiwan,Pizza Hut,34133.968114564042
S0281,2024-03-09,Taiwan,Pizza Hut,47454.556846682135
S0143,2024-03-09,Taiwan,Pizza Hut,70631.310154179431
S0282,2024-03-09,Taiwan,Pizza Hut,41541.611905869438
S0193,2024-03-09,Taiwan,Pizza Hut,76597.034544127077
S0268,2024-03-09,Taiwan,Pizza Hut,46739.676058223682
S0157,2024-03-09,Taiwan,Pizza Hut,64083.829663302604
S0226,2024-03-09,Taiwan,Pizza Hut,45007.112813712745
S0231,2024-03-09,Taiwan,Pizza Hut,85599.780167240737
S0114,2024-03-09,Taiwan,Pizza Hut,111719.78643440538
S0290,2024-03-09,Taiwan,Pizza Hut,32145.369498970293
S0213,2024-03-09,Taiwan,Pizza Hut,44475.858893343349
S0009,2024-03-09,Taiwan,Pizza Hut,92438.438188169326
S0243,2024-03-09,Taiwan,Pizza Hut,67826.707899138448
S0018,2024-03-09,Taiwan,Pizza Hut,67565.790666979228
S0050,2024-03-09,Taiwan,Pizza Hut,90290.564289794362
S0174,2024-03-09,Taiwan,Pizza Hut,91148.980851854736
S0251,2024-03-09,Taiwan,Pizza Hut,66289.654935078128
S0100,2024-03-09,Taiwan,Pizza Hut,95131.821128415046
S0134,2024-03-09,Taiwan,Pizza Hut,94703.340876201357
S0294,2024-03-09,Taiwan,Pizza Hut,33145.779254409113
S0021,2024-03-09,Taiwan,Pizza Hut,102705.26405916717
S0293,2024-03-09,Taiwan,Pizza Hut,52487.622566124694
S0218,2024-03-09,Taiwan,Pizza Hut,64705.063939590444
S0144,2024-03-09,Taiwan,Pizza Hut,88873.037550333655
S0098,2024-03-09,Taiwan,Pizza Hut,105348.26791797145
S0191,2024-03-09,Taiwan,Pizza Hut,54536.71909414629
S0068,2024-03-09,Taiwan,Pizza Hut,101376.02611805772
S0306,2024-03-09,Taiwan,Pizza Hut,30249.521398195873
S0158,2024-03-09,Taiwan,Pizza Hut,54934.572678744953
S0092,2024-03-09,Taiwan,Pizza Hut,87725.871081751015
S0201,2024-03-09,Taiwan,Pizza Hut,37293.525841863171
S0308,2024-03-09,Taiwan,Pizza Hut,37650.183942051954
S0275,2024-03-09,Taiwan,Pizza Hut,38602.9119885659
S0012,2024-03-09,Taiwan,Pizza Hut,116039.44231609751
S0135,2024-03-09,Taiwan,Pizza Hut,112015.23108294136
S0128,2024-03-09,Taiwan,Pizza Hut,71654.940009698257
S0215,2024-03-09,Taiwan,Pizza Hut,29154.645634256365
S0036,2024-03-09,Taiwan,Pizza Hut,84499.661068687026
S0077,2024-03-09,Taiwan,Pizza Hut,98143.734771427829
S0181,2024-03-09,Taiwan,Pizza Hut,116253.36870586372
S0149,2024-03-09,Taiwan,Pizza Hut,85908.195654530587
S0228,2024-03-09,Taiwan,Pizza Hut,54152.283116998362
S0212,2024-03-09,Taiwan,Pizza Hut,118982.89445476481
S0274,2024-03-09,Taiwan,Pizza Hut,74768.348794156249
S0105,2024-03-09,Taiwan,Pizza Hut,119264.98997607103
S0095,2024-03-09,Taiwan,Pizza Hut,98011.566600518941
S0054,2024-03-09,Taiwan,Pizza Hut,73594.0522735654
S0118,2024-03-09,Taiwan,Pizza Hut,86749.785067088
S0214,2024-03-09,Taiwan,Pizza Hut,52230.9330972516
S0119,2024-03-09,Taiwan,Pizza Hut,54835.240015721538
S0141,2024-03-09,Taiwan,Pizza Hut,89687.750533436512
S0151,2024-03-09,Taiwan,Pizza Hut,69011.066140042
S0272,2024-03-09,Taiwan,Pizza Hut,32001.755424963132
S0190,2024-03-09,Taiwan,Pizza Hut,78693.317428163151
S0186,2024-03-09,Taiwan,Pizza Hut,56657.555075164826
S0067,2024-03-09,Taiwan,Pizza Hut,94473.223987670921
S0249,2024-03-09,Taiwan,Pizza Hut,53349.949434526796
S0192,2024-03-09,Taiwan,Pizza Hut,80350.830865896729
S0155,2024-03-09,Taiwan,Pizza Hut,91004.1654944165
S0224,2024-03-09,Taiwan,Pizza Hut,74224.997871409985
S0017,2024-03-09,Taiwan,Pizza Hut,120421.57434855164
S0154,2024-03-09,Taiwan,Pizza Hut,122487.9993573473
S0279,2024-03-09,Taiwan,Pizza Hut,45166.37748691038
S0165,2024-03-09,Taiwan,Pizza Hut,63895.062596084223
S0255,2024-03-09,Taiwan,Pizza Hut,73282.282773381143
S0065,2024-03-09,Taiwan,Pizza Hut,79247.8052180137
S0037,2024-03-09,Taiwan,Pizza Hut,76676.536313511286
S0217,2024-03-09,Taiwan,Pizza Hut,100891.84246819843
S0111,2024-03-09,Taiwan,Pizza Hut,92720.133681570514
S0195,2024-03-09,Taiwan,Pizza Hut,66745.595008343575
S0090,2024-03-09,Taiwan,Pizza Hut,115906.18793030048
S0252,2024-03-09,Taiwan,Pizza Hut,47160.205327222313
S0064,2024-03-09,Taiwan,Pizza Hut,82225.750251419769
S0220,2024-03-09,Taiwan,Pizza Hut,78014.705999836748
S0073,2024-03-09,Taiwan,Pizza Hut,120041.6007229838
S0030,2024-03-09,Taiwan,Pizza Hut,61107.697628691261
S0256,2024-03-09,Taiwan,Pizza Hut,49320.360548367084
S0223,2024-03-09,Taiwan,Pizza Hut,59910.827211160933
S0039,2024-03-09,Taiwan,Pizza Hut,84015.5244101446
S0033,2024-03-09,Taiwan,Pizza Hut,97738.174389685519
S0075,2024-03-09,Taiwan,Pizza Hut,76118.494843985362
S0211,2024-03-09,Taiwan,Pizza Hut,65699.170402461226
S0309,2024-03-09,Taiwan,Pizza Hut,29464.6719204906
S0052,2024-03-09,Taiwan,Pizza Hut,101833.6631210574
S0166,2024-03-09,Taiwan,Pizza Hut,61399.035108103242
S0235,2024-03-09,Taiwan,Pizza Hut,52435.95121796045
S0045,2024-03-09,Taiwan,Pizza Hut,102539.40498633994
S0002,2024-03-09,Taiwan,Pizza Hut,246226.20909105666
S0133,2024-03-09,Taiwan,Pizza Hut,74856.73843864529
S0194,2024-03-09,Taiwan,Pizza Hut,70801.587198847337
S0058,2024-03-09,Taiwan,Pizza Hut,111545.20407089339
S0146,2024-03-09,Taiwan,Pizza Hut,97810.177872565735
S0239,2024-03-09,Taiwan,Pizza Hut,86477.615601267345
S0034,2024-03-09,Taiwan,Pizza Hut,66910.867034871946
S0006,2024-03-09,Taiwan,Pizza Hut,63861.684608185424
S0202,2024-03-09,Taiwan,Pizza Hut,73921.336083354021
S0286,2024-03-09,Taiwan,Pizza Hut,39726.645502936044
S0066,2024-03-09,Taiwan,Pizza Hut,99764.306792780859
S0176,2024-03-09,Taiwan,Pizza Hut,91725.413426202562
S0168,2024-03-09,Taiwan,Pizza Hut,59234.776596692027
S0145,2024-03-09,Taiwan,Pizza Hut,63792.641969966957
S0015,2024-03-09,Taiwan,Pizza Hut,119551.1570563853
S0115,2024-03-09,Taiwan,Pizza Hut,84413.361167811847
S0247,2024-03-09,Taiwan,Pizza Hut,49855.169576793793
S0307,2024-03-09,Taiwan,Pizza Hut,30751.841664617205
S0182,2024-03-09,Taiwan,Pizza Hut,107590.08614964045
S0189,2024-03-09,Taiwan,Pizza Hut,69900.010595770887
S0222,2024-03-09,Taiwan,Pizza Hut,26607.567126948208
S0170,2024-03-09,Taiwan,Pizza Hut,79533.421925673232
S0120,2024-03-09,Taiwan,Pizza Hut,69965.227750467326
S0102,2024-03-09,Taiwan,Pizza Hut,117433.82890883445
S0184,2024-03-09,Taiwan,Pizza Hut,65391.023398531121
S0245,2024-03-09,Taiwan,Pizza Hut,59075.942131447955
S0289,2024-03-09,Taiwan,Pizza Hut,25386.146737879237
S0125,2024-03-09,Taiwan,Pizza Hut,59597.652188032516
S0029,2024-03-09,Taiwan,Pizza Hut,78837.094301645251
S0093,2024-03-09,Taiwan,Pizza Hut,74650.377001371337
S0175,2024-03-09,Taiwan,Pizza Hut,53874.14606305772
S0291,2024-03-09,Taiwan,Pizza Hut,31592.242763151979
S0025,2024-03-09,Taiwan,Pizza Hut,120202.21245278913
S0277,2024-03-09,Taiwan,Pizza Hut,66383.450001016477
S0081,2024-03-09,Taiwan,Pizza Hut,104691.84343529366
S0056,2024-03-09,Taiwan,Pizza Hut,93115.7028307016
S0180,2024-03-09,Taiwan,Pizza Hut,55094.38645772553
S0027,2024-03-09,Taiwan,Pizza Hut,59397.875549394543
S0160,2024-03-09,Taiwan,Pizza Hut,68607.523651677519
S0310,2024-03-09,Taiwan,Pizza Hut,36833.497206896755
S0003,2024-03-09,Taiwan,Pizza Hut,207881.83621484719
S0079,2024-03-09,Taiwan,Pizza Hut,103533.64125613356
S0130,2024-03-09,Taiwan,Pizza Hut,101117.42737953879
S0240,2024-03-09,Taiwan,Pizza Hut,61442.208867237896
S0263,2024-03-09,Taiwan,Pizza Hut,63817.392357828219
S0303,2024-03-09,Taiwan,Pizza Hut,42855.547242736604
S0207,2024-03-09,Taiwan,Pizza Hut,62682.591498074966
S0047,2024-03-09,Taiwan,Pizza Hut,111221.12663716353
S0074,2024-03-09,Taiwan,Pizza Hut,94402.428479299939
S0106,2024-03-09,Taiwan,Pizza Hut,94646.902377377686
S0288,2024-03-09,Taiwan,Pizza Hut,33223.38649578757
S0178,2024-03-09,Taiwan,Pizza Hut,54366.756125398584
S0048,2024-03-09,Taiwan,Pizza Hut,117438.92664799051
S0164,2024-03-09,Taiwan,Pizza Hut,75238.503805238885
S0083,2024-03-09,Taiwan,Pizza Hut,120024.06590031036
S0126,2024-03-09,Taiwan,Pizza Hut,78923.441777663626
S0248,2024-03-09,Taiwan,Pizza Hut,40917.37708270704
S0148,2024-03-09,Taiwan,Pizza Hut,108065.86401566067
S0169,2024-03-09,Taiwan,Pizza Hut,80683.638427945873
S0246,2024-03-09,Taiwan,Pizza Hut,58949.895181002015
S0273,2024-03-09,Taiwan,Pizza Hut,49711.289652606181
S0260,2024-03-09,Taiwan,Pizza Hut,61547.069425096248
S0055,2024-03-09,Taiwan,Pizza Hut,127012.44123968297
S0031,2024-03-09,Taiwan,Pizza Hut,45725.109125891358
S0099,2024-03-09,Taiwan,Pizza Hut,90159.7332827708
S0205,2024-03-09,Taiwan,Pizza Hut,82497.469261882608
S0142,2024-03-09,Taiwan,Pizza Hut,93970.28903234363
S0053,2024-03-09,Taiwan,Pizza Hut,91586.604229094577
S0101,2024-03-09,Taiwan,Pizza Hut,79612.171241235
S0302,2024-03-09,Taiwan,Pizza Hut,30301.07602664025
S0123,2024-03-09,Taiwan,Pizza Hut,84029.245412064512
S0078,2024-03-09,Taiwan,Pizza Hut,90402.7155107448
S0088,2024-03-09,Taiwan,Pizza Hut,82676.9635998003
S0171,2024-03-09,Taiwan,Pizza Hut,54676.118479476689
S0138,2024-03-09,Taiwan,Pizza Hut,109500.40756835607
S0257,2024-03-09,Taiwan,Pizza Hut,46557.587779750975
S0139,2024-03-09,Taiwan,Pizza Hut,42226.027912503465
S0147,2024-03-09,Taiwan,Pizza Hut,90217.660112212267
S0199,2024-03-09,Taiwan,Pizza Hut,88430.544691725881
S0230,2024-03-09,Taiwan,Pizza Hut,117467.0316056384
S0510,2024-03-10,Hong Kong,KFC,28030.77537604011
S0511,2024-03-10,Hong Kong,KFC,41153.364846237593
S0512,2024-03-10,Hong Kong,KFC,16449.941322638653
S0513,2024-03-10,Hong Kong,KFC,94731.407260747277
S0514,2024-03-10,Hong Kong,KFC,95072.413468289567
S0515,2024-03-10,Hong Kong,KFC,67983.113556572251
S0516,2024-03-10,Hong Kong,KFC,72673.366279666472
S0517,2024-03-10,Hong Kong,KFC,56906.193646394328
S0518,2024-03-10,Hong Kong,KFC,49726.477854314246
S0519,2024-03-10,Hong Kong,KFC,105550.49588406582
S0520,2024-03-10,Hong Kong,KFC,46652.389379319735
S0521,2024-03-10,Hong Kong,KFC,48589.349596952852
S0522,2024-03-10,Hong Kong,KFC,87872.55226576142
S0523,2024-03-10,Hong Kong,KFC,1464.1736476870058
S0524,2024-03-10,Hong Kong,KFC,80090.918450520287
S0525,2024-03-10,Hong Kong,KFC,75342.643909950377
S0526,2024-03-10,Hong Kong,KFC,48364.113898027965
S0527,2024-03-10,Hong Kong,KFC,60610.8920129141
S0528,2024-03-10,Hong Kong,KFC,53818.319314400709
S0529,2024-03-10,Hong Kong,KFC,48608.264506634681
S0530,2024-03-10,Hong Kong,KFC,65733.854646504071
S0531,2024-03-10,Hong Kong,KFC,76347.916690893268
S0532,2024-03-10,Hong Kong,KFC,66356.647716167339
S0533,2024-03-10,Hong Kong,KFC,68444.2577476374
S0534,2024-03-10,Hong Kong,KFC,65342.349177008451
S0535,2024-03-10,Hong Kong,KFC,66420.249869571067
S0536,2024-03-10,Hong Kong,KFC,53474.725494693957
S0537,2024-03-10,Hong Kong,KFC,52162.907267942115
S0538,2024-03-10,Hong Kong,KFC,61369.252473450921
S0539,2024-03-10,Hong Kong,KFC,10317.35605169358
S0540,2024-03-10,Hong Kong,KFC,46145.670680433825
S0542,2024-03-10,Hong Kong,KFC,50237.458522652625
S0543,2024-03-10,Hong Kong,KFC,63046.45142366166
S0544,2024-03-10,Hong Kong,KFC,59151.196809595669
S0545,2024-03-10,Hong Kong,KFC,57608.762921858281
S0546,2024-03-10,Hong Kong,KFC,67145.113845043714
S0547,2024-03-10,Hong Kong,KFC,8819.606267243229
S0548,2024-03-10,Hong Kong,KFC,54225.188301692011
S0549,2024-03-10,Hong Kong,KFC,46780.387231598215
S0550,2024-03-10,Hong Kong,KFC,47155.196345312819
S0551,2024-03-10,Hong Kong,KFC,40409.966735665977
S0552,2024-03-10,Hong Kong,KFC,30488.561499126961
S0553,2024-03-10,Hong Kong,KFC,68646.256797469672
S0554,2024-03-10,Hong Kong,KFC,77064.648420875834
S0555,2024-03-10,Hong Kong,KFC,67478.480230934831
S0556,2024-03-10,Hong Kong,KFC,77509.213732985416
S0557,2024-03-10,Hong Kong,KFC,55636.668028172149
S0558,2024-03-10,Hong Kong,KFC,68367.414106042721
S0559,2024-03-10,Hong Kong,KFC,39332.452779133811
S0560,2024-03-10,Hong Kong,KFC,54613.499297174843
S0562,2024-03-10,Hong Kong,KFC,60479.192717278027
S0563,2024-03-10,Hong Kong,KFC,42053.246212461017
S0564,2024-03-10,Hong Kong,KFC,53865.193525675073
S0565,2024-03-10,Hong Kong,KFC,56436.102103499936
S0566,2024-03-10,Hong Kong,KFC,42210.71872775002
S0567,2024-03-10,Hong Kong,KFC,62741.219607960615
S0568,2024-03-10,Hong Kong,KFC,99351.065336089174
S0569,2024-03-10,Hong Kong,KFC,50881.949667340967
S0570,2024-03-10,Hong Kong,KFC,59001.461301698306
S0571,2024-03-10,Hong Kong,KFC,76264.400711095179
S0572,2024-03-10,Hong Kong,KFC,29895.385279570975
S0573,2024-03-10,Hong Kong,KFC,50958.30003826473
S0574,2024-03-10,Hong Kong,KFC,35754.388147111909
S0575,2024-03-10,Hong Kong,KFC,66624.007453147948
S0576,2024-03-10,Hong Kong,KFC,39046.05550597547
S0577,2024-03-10,Hong Kong,KFC,47932.188655182923
S0578,2024-03-10,Hong Kong,KFC,72314.488616799325
S0579,2024-03-10,Hong Kong,KFC,61677.624164322471
S0580,2024-03-10,Hong Kong,KFC,48941.132770107783
S0581,2024-03-10,Hong Kong,KFC,56970.080847043857
S0582,2024-03-10,Hong Kong,KFC,44322.309461222721
S0583,2024-03-10,Hong Kong,KFC,21744.563706181685
S0584,2024-03-10,Hong Kong,KFC,39289.937946819817
S0585,2024-03-10,Hong Kong,KFC,52247.04874080568
S0586,2024-03-10,Hong Kong,KFC,47871.890031398238
S0587,2024-03-10,Hong Kong,KFC,71795.818575746467
S0588,2024-03-10,Hong Kong,KFC,81227.73859775404
S0589,2024-03-10,Hong Kong,KFC,71293.883375638034
S0590,2024-03-10,Hong Kong,KFC,68054.088139994419
S0591,2024-03-10,Hong Kong,KFC,101206.65629061002
S0592,2024-03-10,Hong Kong,KFC,50754.167463805192
S0593,2024-03-10,Hong Kong,KFC,38133.626794576463
S0594,2024-03-10,Hong Kong,KFC,49696.805304526155
S0595,2024-03-10,Hong Kong,KFC,37443.836837667826
S0596,2024-03-10,Hong Kong,KFC,40527.2508934521
S0597,2024-03-10,Hong Kong,KFC,83192.461376132473
S0598,2024-03-10,Hong Kong,KFC,48025.596285395761
S0599,2024-03-10,Hong Kong,KFC,33743.536018021856
S0600,2024-03-10,Hong Kong,KFC,67253.7164036106
S0601,2024-03-10,Hong Kong,KFC,61076.017932157272
S0348,2024-03-10,Hong Kong,Pizza Hut,0.0
S0349,2024-03-10,Hong Kong,Pizza Hut,0.0
S0726,2024-03-10,Hong Kong,Pizza Hut,6255.5008484982018
S0729,2024-03-10,Hong Kong,Pizza Hut,4294.0653320454931
S0743,2024-03-10,Hong Kong,Pizza Hut,6307.6016510730578
S0753,2024-03-10,Hong Kong,Pizza Hut,10116.279212057027
S0757,2024-03-10,Hong Kong,Pizza Hut,9235.8649458068176
S0765,2024-03-10,Hong Kong,Pizza Hut,26025.079144346273
S0766,2024-03-10,Hong Kong,Pizza Hut,36957.57352767876
S0767,2024-03-10,Hong Kong,Pizza Hut,30576.861507543246
S0768,2024-03-10,Hong Kong,Pizza Hut,24590.673569796061
S0769,2024-03-10,Hong Kong,Pizza Hut,28342.386223992609
S0770,2024-03-10,Hong Kong,Pizza Hut,31291.406344935138
S0771,2024-03-10,Hong Kong,Pizza Hut,31784.233991970155
S0772,2024-03-10,Hong Kong,Pizza Hut,33801.134735801912
S0773,2024-03-10,Hong Kong,Pizza Hut,19652.330139726677
S0774,2024-03-10,Hong Kong,Pizza Hut,27990.801518282544
S0775,2024-03-10,Hong Kong,Pizza Hut,35403.722171371555
S0776,2024-03-10,Hong Kong,Pizza Hut,32712.990301532522
S0777,2024-03-10,Hong Kong,Pizza Hut,24463.011137627895
S0778,2024-03-10,Hong Kong,Pizza Hut,24857.043690275175
S0779,2024-03-10,Hong Kong,Pizza Hut,40311.337914592281
S0780,2024-03-10,Hong Kong,Pizza Hut,26646.330512609296
S0781,2024-03-10,Hong Kong,Pizza Hut,31176.61835134622
S0782,2024-03-10,Hong Kong,Pizza Hut,27223.248209915466
S0783,2024-03-10,Hong Kong,Pizza Hut,37461.8435044105
S0784,2024-03-10,Hong Kong,Pizza Hut,25109.557743867244
S0785,2024-03-10,Hong Kong,Pizza Hut,35105.30911119852
S0786,2024-03-10,Hong Kong,Pizza Hut,41869.031925795513
S0787,2024-03-10,Hong Kong,Pizza Hut,24478.997963926115
S0788,2024-03-10,Hong Kong,Pizza Hut,27165.336520146273
S0789,2024-03-10,Hong Kong,Pizza Hut,27590.024051080956
S0790,2024-03-10,Hong Kong,Pizza Hut,25423.040921572945
S0791,2024-03-10,Hong Kong,Pizza Hut,23533.209277033973
S0792,2024-03-10,Hong Kong,Pizza Hut,37208.800814457849
S0328,2024-03-10,Hong Kong,Pizza Hut,71672.25646722877
S0329,2024-03-10,Hong Kong,Pizza Hut,89030.676891120835
S0330,2024-03-10,Hong Kong,Pizza Hut,0.0
S0331,2024-03-10,Hong Kong,Pizza Hut,0.0
S0332,2024-03-10,Hong Kong,Pizza Hut,0.0
S0333,2024-03-10,Hong Kong,Pizza Hut,0.0
S0334,2024-03-10,Hong Kong,Pizza Hut,0.0
S0335,2024-03-10,Hong Kong,Pizza Hut,0.0
S0336,2024-03-10,Hong Kong,Pizza Hut,0.0
S0337,2024-03-10,Hong Kong,Pizza Hut,0.0
S0608,2024-03-10,Hong Kong,Pizza Hut,64043.052868086183
S0609,2024-03-10,Hong Kong,Pizza Hut,71154.062309863264
S0610,2024-03-10,Hong Kong,Pizza Hut,109963.16907792519
S0611,2024-03-10,Hong Kong,Pizza Hut,28103.477151430066
S0612,2024-03-10,Hong Kong,Pizza Hut,91747.969374646782
S0613,2024-03-10,Hong Kong,Pizza Hut,107840.8100632486
S0614,2024-03-10,Hong Kong,Pizza Hut,77286.202258712656
S0615,2024-03-10,Hong Kong,Pizza Hut,101256.08513296316
S0616,2024-03-10,Hong Kong,Pizza Hut,47483.485669868656
S0617,2024-03-10,Hong Kong,Pizza Hut,76951.5522604526
S0618,2024-03-10,Hong Kong,Pizza Hut,66042.395343445882
S0619,2024-03-10,Hong Kong,Pizza Hut,56409.395518469551
S0620,2024-03-10,Hong Kong,Pizza Hut,0.0
