Store_ID,T_Date,Region,Brand,NetAmount_Local
S0563,2025-03-22,Hong Kong,KFC,39439.11
S0581,2025-03-22,Hong Kong,KFC,43288.55
S0594,2025-03-22,Hong Kong,KFC,51384.16
S0596,2025-03-22,Hong Kong,KFC,47707.86
S0646,2025-03-23,Hong Kong,Pizza Hut,50241.21
S0636,2025-03-23,Hong Kong,Pizza Hut,55513.55
S0680,2025-03-23,Hong Kong,Pizza Hut,78118.75
S0671,2025-03-23,Hong Kong,Pizza Hut,71672.05
S0667,2025-03-23,Hong Kong,Pizza Hut,81553.91
S0616,2025-03-23,Hong Kong,Pizza Hut,69046.16
S0698,2025-03-23,Hong Kong,Pizza Hut,35521.86
S0669,2025-03-23,Hong Kong,Pizza Hut,58088.16
S0697,2025-03-23,Hong Kong,Pizza Hut,31045.84
S0756,2025-03-23,Hong Kong,Pizza Hut,8209.33
S0766,2025-03-23,Hong Kong,Pizza Hut,30345.04
S0702,2025-03-23,Hong Kong,Pizza Hut,30448.08
S0662,2025-03-23,Hong Kong,Pizza Hut,32514.37
S0743,2025-03-23,Hong Kong,Pizza Hut,7717.78
S0734,2025-03-23,Hong Kong,Pizza Hut,7582.58
S0764,2025-03-23,Hong Kong,Pizza Hut,3288.59
S0735,2025-03-23,Hong Kong,Pizza Hut,5501.82
S0755,2025-03-23,Hong Kong,Pizza Hut,4088.6
S0511,2025-03-23,Hong Kong,KFC,38861.64
S0544,2025-03-23,Hong Kong,KFC,65957.02
S0546,2025-03-23,Hong Kong,KFC,52369.45
S0558,2025-03-23,Hong Kong,KFC,64059.07
S0588,2025-03-23,Hong Kong,KFC,69557.69
S0597,2025-03-23,Hong Kong,KFC,69191.06
S0598,2025-03-23,Hong Kong,KFC,41797.63
S0601,2025-03-23,Hong Kong,KFC,41992.16
S0693,2024-02-19,Hong Kong,Pizza Hut,10071.71
S0735,2025-02-24,Hong Kong,Pizza Hut,973.73
S0630,2024-03-18,Hong Kong,Pizza Hut,27124.76
S0540,2024-03-18,Hong Kong,KFC,23931.69
S0639,2024-03-18,Hong Kong,Pizza Hut,12492.46
S0621,2024-03-18,Hong Kong,Pizza Hut,20193.37
S0622,2024-03-18,Hong Kong,Pizza Hut,14391.93
S0649,2024-03-18,Hong Kong,Pizza Hut,12441.5
S0666,2024-03-18,Hong Kong,Pizza Hut,17759.77
S0674,2024-03-18,Hong Kong,Pizza Hut,27350.23
S0512,2024-03-18,Hong Kong,KFC,11110.45
S0638,2024-03-18,Hong Kong,Pizza Hut,14915.84
S0612,2024-03-18,Hong Kong,Pizza Hut,26216.3
S0687,2024-03-18,Hong Kong,Pizza Hut,17190.17
S0650,2024-03-18,Hong Kong,Pizza Hut,21854.54
S0669,2024-03-18,Hong Kong,Pizza Hut,24429.81
S0711,2024-03-18,Hong Kong,Pizza Hut,12997.03
S0657,2024-03-18,Hong Kong,Pizza Hut,11436.74
S0686,2024-03-18,Hong Kong,Pizza Hut,14594.9
S0792,2024-03-18,Hong Kong,Pizza Hut,12937.95
S0791,2024-03-18,Hong Kong,Pizza Hut,10797.9
S0767,2024-03-18,Hong Kong,Pizza Hut,9191.29
S0778,2024-03-18,Hong Kong,Pizza Hut,9257.8
S0772,2024-03-18,Hong Kong,Pizza Hut,12784.67
S0789,2024-03-18,Hong Kong,Pizza Hut,9913.72
S0529,2024-03-18,Hong Kong,KFC,33954.52
S0544,2024-03-18,Hong Kong,KFC,37888.56
S0549,2024-03-18,Hong Kong,KFC,39617.06
S0570,2024-03-18,Hong Kong,KFC,35319.43
S0576,2024-03-18,Hong Kong,KFC,24028.79
S0578,2024-03-18,Hong Kong,KFC,56802.85
S0591,2024-03-18,Hong Kong,KFC,57903.41
S0540,2024-03-19,Hong Kong,KFC,24524.83
S0643,2024-03-19,Hong Kong,Pizza Hut,23996.9
S0583,2024-03-19,Hong Kong,KFC,8629.77
S0673,2024-03-19,Hong Kong,Pizza Hut,36236.47
S0646,2024-03-19,Hong Kong,Pizza Hut,9622.35
S0624,2024-03-19,Hong Kong,Pizza Hut,10514.83
S0669,2024-03-19,Hong Kong,Pizza Hut,22747.19
S0654,2024-03-19,Hong Kong,Pizza Hut,17849.31
S0706,2024-03-19,Hong Kong,Pizza Hut,14088.13
S0626,2024-03-19,Hong Kong,Pizza Hut,15445.69
S0779,2024-03-19,Hong Kong,Pizza Hut,14206.15
S0511,2024-03-19,Hong Kong,KFC,26820.43
S0528,2024-03-19,Hong Kong,KFC,32818.75
S0531,2024-03-19,Hong Kong,KFC,39046.8
S0565,2024-03-19,Hong Kong,KFC,27819.69
S0575,2024-03-19,Hong Kong,KFC,69229.23
S0576,2024-03-19,Hong Kong,KFC,26162.35
S0580,2024-03-19,Hong Kong,KFC,36371.47
S0745,2025-03-05,Hong Kong,Pizza Hut,1526.38
S0753,2025-02-14,Hong Kong,Pizza Hut,5812.75
S0746,2025-03-03,Hong Kong,Pizza Hut,3227.23
S0753,2025-03-12,Hong Kong,Pizza Hut,1727.03
S0758,2025-03-08,Hong Kong,Pizza Hut,9796.79
S0728,2025-02-21,Hong Kong,Pizza Hut,1527.74
S0764,2025-02-22,Hong Kong,Pizza Hut,3151.37
S0726,2024-02-17,Hong Kong,Pizza Hut,7173.88
S0764,2025-03-07,Hong Kong,Pizza Hut,3339.6
S0745,2025-02-26,Hong Kong,Pizza Hut,2989.82
S0747,2025-02-19,Hong Kong,Pizza Hut,879.14
S0726,2025-02-27,Hong Kong,Pizza Hut,2906.59
S0742,2025-02-23,Hong Kong,Pizza Hut,5254.88
S0745,2025-02-12,Hong Kong,Pizza Hut,3209.04
S0759,2025-03-09,Hong Kong,Pizza Hut,3590.83
S0734,2025-03-10,Hong Kong,Pizza Hut,1573.69
S0761,2025-02-13,Hong Kong,Pizza Hut,1405.37
S0745,2025-03-11,Hong Kong,Pizza Hut,1312.34
S0748,2025-03-14,Hong Kong,Pizza Hut,13274.72
S0735,2025-02-20,Hong Kong,Pizza Hut,1699.22
S0762,2025-03-12,Hong Kong,Pizza Hut,4194.41
S0738,2025-03-08,Hong Kong,Pizza Hut,5228.76
S0733,2025-02-13,Hong Kong,Pizza Hut,1138.86
S0732,2025-02-18,Hong Kong,Pizza Hut,2114.15
S0757,2024-03-05,Hong Kong,Pizza Hut,6182.08
S0755,2025-02-18,Hong Kong,Pizza Hut,1862.4
S0724,2025-02-20,Hong Kong,Pizza Hut,5544.62
S0729,2024-03-20,Hong Kong,Pizza Hut,3121.01
S0757,2025-02-10,Hong Kong,Pizza Hut,2660.96
S0761,2025-02-24,Hong Kong,Pizza Hut,96.1
S0726,2024-02-20,Hong Kong,Pizza Hut,1152.77
S0752,2025-03-05,Hong Kong,Pizza Hut,1469.75
S0764,2025-03-04,Hong Kong,Pizza Hut,2058.57
S0755,2025-02-12,Hong Kong,Pizza Hut,1769.0
S0751,2025-02-26,Hong Kong,Pizza Hut,4506.41
S0738,2025-03-04,Hong Kong,Pizza Hut,2886.67
S0761,2025-02-17,Hong Kong,Pizza Hut,1240.1
S0755,2025-02-23,Hong Kong,Pizza Hut,5726.21
S0732,2025-03-09,Hong Kong,Pizza Hut,2698.62
S0755,2025-03-14,Hong Kong,Pizza Hut,2317.36
S0740,2025-03-06,Hong Kong,Pizza Hut,2315.86
S0742,2025-03-10,Hong Kong,Pizza Hut,1648.21
S0733,2025-02-11,Hong Kong,Pizza Hut,1103.04
S0743,2024-02-16,Hong Kong,Pizza Hut,4078.99
S0744,2025-02-13,Hong Kong,Pizza Hut,1366.91
S0730,2025-02-18,Hong Kong,Pizza Hut,766.3
S0735,2025-03-11,Hong Kong,Pizza Hut,2914.72
S0762,2025-03-17,Hong Kong,Pizza Hut,5088.37
S0732,2025-03-17,Hong Kong,Pizza Hut,1269.36
S0738,2025-03-17,Hong Kong,Pizza Hut,996.99
S0754,2025-03-17,Hong Kong,Pizza Hut,434.63
S0759,2025-03-17,Hong Kong,Pizza Hut,1232.32
S0746,2025-03-18,Hong Kong,Pizza Hut,2708.52
S0760,2025-02-17,Hong Kong,Pizza Hut,1967.75
S0731,2025-03-19,Hong Kong,Pizza Hut,3365.72
S0752,2025-03-20,Hong Kong,Pizza Hut,809.02
S0730,2025-03-21,Hong Kong,Pizza Hut,1175.21
S0738,2025-03-22,Hong Kong,Pizza Hut,7459.85
S0732,2025-03-04,Hong Kong,Pizza Hut,1190.74
S0744,2025-02-24,Hong Kong,Pizza Hut,1381.74
S0754,2025-02-25,Hong Kong,Pizza Hut,2086.22
S0754,2025-02-11,Hong Kong,Pizza Hut,2035.04
S0759,2025-03-01,Hong Kong,Pizza Hut,3348.3
S0761,2025-03-11,Hong Kong,Pizza Hut,1659.78
S0727,2025-03-06,Hong Kong,Pizza Hut,1293.53
S0752,2025-03-02,Hong Kong,Pizza Hut,3106.14
S0752,2025-02-19,Hong Kong,Pizza Hut,1157.05
S0729,2024-02-19,Hong Kong,Pizza Hut,4460.82
S0739,2025-03-07,Hong Kong,Pizza Hut,676.64
S0740,2025-02-24,Hong Kong,Pizza Hut,360.41
S0739,2025-02-28,Hong Kong,Pizza Hut,3248.96
S0735,2025-02-27,Hong Kong,Pizza Hut,1918.69
S0728,2025-03-06,Hong Kong,Pizza Hut,1410.83
S0739,2025-03-17,Hong Kong,Pizza Hut,675.69
S0743,2024-02-12,Hong Kong,Pizza Hut,17062.8
S0731,2025-02-26,Hong Kong,Pizza Hut,2871.72
S0749,2025-02-11,Hong Kong,Pizza Hut,2055.94
S0739,2025-02-12,Hong Kong,Pizza Hut,2197.22
S0756,2025-03-03,Hong Kong,Pizza Hut,1224.6
S0726,2025-02-26,Hong Kong,Pizza Hut,2591.15
S0925,2024-03-15,Taiwan,KFC,77434.21
S0838,2025-03-11,Taiwan,KFC,99701.04
S0980,2024-02-22,Taiwan,KFC,37587.06
S0983,2024-02-22,Taiwan,KFC,30339.12
S0955,2024-02-22,Taiwan,KFC,71558.45
S0891,2024-02-22,Taiwan,KFC,34061.08
S0796,2024-02-22,Taiwan,KFC,51212.47
S0896,2024-02-22,Taiwan,KFC,59295.55
S0911,2024-02-22,Taiwan,KFC,74789.24
S0190,2025-03-08,Taiwan,Pizza Hut,67492.39
S0194,2025-03-08,Taiwan,Pizza Hut,82575.79
S0196,2025-03-08,Taiwan,Pizza Hut,54890.58
S0224,2025-03-08,Taiwan,Pizza Hut,74479.01
S0227,2025-03-08,Taiwan,Pizza Hut,70832.32
S0241,2025-03-08,Taiwan,Pizza Hut,92254.1
S0249,2025-03-08,Taiwan,Pizza Hut,54990.0
S0252,2025-03-08,Taiwan,Pizza Hut,48268.52
S0266,2025-03-08,Taiwan,Pizza Hut,65154.64
S0270,2025-03-08,Taiwan,Pizza Hut,72807.78
S0274,2025-03-08,Taiwan,Pizza Hut,79559.08
S0276,2025-03-08,Taiwan,Pizza Hut,58694.38
S0277,2025-03-08,Taiwan,Pizza Hut,50677.64
S0292,2025-03-08,Taiwan,Pizza Hut,77341.51
S0316,2025-03-08,Taiwan,Pizza Hut,55902.47
S0326,2025-03-08,Taiwan,Pizza Hut,70966.35
S0999,2025-03-08,Taiwan,Pizza Hut,90242.75
S0017,2025-03-09,Taiwan,Pizza Hut,132717.69
S0041,2025-03-09,Taiwan,Pizza Hut,115550.36
S0060,2025-03-09,Taiwan,Pizza Hut,72460.38
S0064,2025-03-09,Taiwan,Pizza Hut,106436.32
S0069,2025-03-09,Taiwan,Pizza Hut,93948.19
S0074,2025-03-09,Taiwan,Pizza Hut,107968.74
S0091,2025-03-09,Taiwan,Pizza Hut,65826.19
S0092,2025-03-09,Taiwan,Pizza Hut,106158.42
S0095,2025-03-09,Taiwan,Pizza Hut,62954.43
S0096,2025-03-09,Taiwan,Pizza Hut,83627.67
S0102,2025-03-09,Taiwan,Pizza Hut,70730.78
S0118,2025-03-09,Taiwan,Pizza Hut,63008.02
S0119,2025-03-09,Taiwan,Pizza Hut,55283.36
S0124,2025-03-09,Taiwan,Pizza Hut,67910.67
S0132,2025-03-09,Taiwan,Pizza Hut,72681.03
S0139,2025-03-09,Taiwan,Pizza Hut,88318.15
S0152,2025-03-09,Taiwan,Pizza Hut,82890.09
S0161,2025-03-09,Taiwan,Pizza Hut,81445.51
S0163,2025-03-09,Taiwan,Pizza Hut,62628.61
S0170,2025-03-09,Taiwan,Pizza Hut,95671.25
S0178,2025-03-09,Taiwan,Pizza Hut,65631.19
S0190,2025-03-09,Taiwan,Pizza Hut,82292.92
S0196,2025-03-09,Taiwan,Pizza Hut,67215.99
S0200,2025-03-09,Taiwan,Pizza Hut,53236.29
S0205,2025-03-09,Taiwan,Pizza Hut,67422.38
S0231,2025-03-09,Taiwan,Pizza Hut,73788.92
S0245,2025-03-09,Taiwan,Pizza Hut,58481.06
S0263,2025-03-09,Taiwan,Pizza Hut,63270.85
S0290,2025-03-09,Taiwan,Pizza Hut,53421.72
S0298,2025-03-09,Taiwan,Pizza Hut,72713.69
S0299,2025-03-09,Taiwan,Pizza Hut,54720.35
S0307,2025-03-09,Taiwan,Pizza Hut,35657.39
S0308,2025-03-09,Taiwan,Pizza Hut,47289.36
S0315,2025-03-09,Taiwan,Pizza Hut,48923.72
S0023,2025-03-10,Taiwan,Pizza Hut,22745.69
S0024,2025-03-10,Taiwan,Pizza Hut,50671.57
S0025,2025-03-10,Taiwan,Pizza Hut,27957.87
S0036,2025-03-10,Taiwan,Pizza Hut,23071.04
S0041,2025-03-10,Taiwan,Pizza Hut,28501.57
S0043,2025-03-10,Taiwan,Pizza Hut,35528.39
S0060,2025-03-10,Taiwan,Pizza Hut,29364.52
S0075,2025-03-10,Taiwan,Pizza Hut,44193.47
S0080,2025-03-10,Taiwan,Pizza Hut,42486.1
S0085,2025-03-10,Taiwan,Pizza Hut,19573.28
S0091,2025-03-10,Taiwan,Pizza Hut,41763.97
S0110,2025-03-10,Taiwan,Pizza Hut,34124.33
S0114,2025-03-10,Taiwan,Pizza Hut,25244.68
S0125,2025-03-10,Taiwan,Pizza Hut,27916.28
S0135,2025-03-10,Taiwan,Pizza Hut,23451.23
S0143,2025-03-10,Taiwan,Pizza Hut,27652.83
S0149,2025-03-10,Taiwan,Pizza Hut,31970.86
S0150,2025-03-10,Taiwan,Pizza Hut,30258.95
S0173,2025-03-10,Taiwan,Pizza Hut,25873.08
S0174,2025-03-10,Taiwan,Pizza Hut,37456.27
S0175,2025-03-10,Taiwan,Pizza Hut,16877.96
S0178,2025-03-10,Taiwan,Pizza Hut,24836.68
S0179,2025-03-10,Taiwan,Pizza Hut,26036.77
S0195,2025-03-10,Taiwan,Pizza Hut,31452.24
S0198,2025-03-10,Taiwan,Pizza Hut,30850.17
S0200,2025-03-10,Taiwan,Pizza Hut,19268.83
S0204,2025-03-10,Taiwan,Pizza Hut,23399.56
S0218,2025-03-10,Taiwan,Pizza Hut,22900.05
S0221,2025-03-10,Taiwan,Pizza Hut,47480.33
S0223,2025-03-10,Taiwan,Pizza Hut,19747.31
S0232,2025-03-10,Taiwan,Pizza Hut,17265.41
S0241,2025-03-10,Taiwan,Pizza Hut,38791.36
S0252,2025-03-10,Taiwan,Pizza Hut,20568.24
S0253,2025-03-10,Taiwan,Pizza Hut,30824.93
S0261,2025-03-10,Taiwan,Pizza Hut,18671.26
S0262,2025-03-10,Taiwan,Pizza Hut,30734.04
S0267,2025-03-10,Taiwan,Pizza Hut,14099.31
S0274,2025-03-10,Taiwan,Pizza Hut,20967.15
S0283,2025-03-10,Taiwan,Pizza Hut,20355.46
S0323,2025-03-10,Taiwan,Pizza Hut,42044.28
S0002,2025-03-11,Taiwan,Pizza Hut,123178.04
S0009,2025-03-11,Taiwan,Pizza Hut,25581.11
S0019,2025-03-11,Taiwan,Pizza Hut,25510.86
S0021,2025-03-11,Taiwan,Pizza Hut,33681.71
S0022,2025-03-11,Taiwan,Pizza Hut,46053.15
S0025,2025-03-11,Taiwan,Pizza Hut,27022.23
S0032,2025-03-11,Taiwan,Pizza Hut,29168.77
S0039,2025-03-11,Taiwan,Pizza Hut,36233.28
S0041,2025-03-11,Taiwan,Pizza Hut,42867.41
S0056,2025-03-11,Taiwan,Pizza Hut,36634.04
S0060,2025-03-11,Taiwan,Pizza Hut,37897.31
S0068,2025-03-11,Taiwan,Pizza Hut,33338.22
S0073,2025-03-11,Taiwan,Pizza Hut,21933.5
S0076,2025-03-11,Taiwan,Pizza Hut,28312.17
S0100,2025-03-11,Taiwan,Pizza Hut,37636.95
S0109,2025-03-11,Taiwan,Pizza Hut,29125.58
S0114,2025-03-11,Taiwan,Pizza Hut,41814.72
S0127,2025-03-11,Taiwan,Pizza Hut,48151.96
S0155,2025-03-11,Taiwan,Pizza Hut,29974.1
S0166,2025-03-11,Taiwan,Pizza Hut,33012.94
S0173,2025-03-11,Taiwan,Pizza Hut,20123.78
S0217,2025-03-11,Taiwan,Pizza Hut,48326.25
S0232,2025-03-11,Taiwan,Pizza Hut,16129.89
S0241,2025-03-11,Taiwan,Pizza Hut,42449.68
S0244,2025-03-11,Taiwan,Pizza Hut,21886.34
S0256,2025-03-11,Taiwan,Pizza Hut,20347.43
S0258,2025-03-11,Taiwan,Pizza Hut,24261.9
S0291,2025-03-11,Taiwan,Pizza Hut,44776.77
S0293,2025-03-11,Taiwan,Pizza Hut,31130.75
S0311,2025-03-11,Taiwan,Pizza Hut,9559.37
S0016,2025-03-12,Taiwan,Pizza Hut,36198.81
S0040,2025-03-12,Taiwan,Pizza Hut,23642.33
S0051,2025-03-12,Taiwan,Pizza Hut,29047.97
S0074,2025-03-12,Taiwan,Pizza Hut,35571.74
S0087,2025-03-12,Taiwan,Pizza Hut,20022.5
S0094,2025-03-12,Taiwan,Pizza Hut,41734.1
S0095,2025-03-12,Taiwan,Pizza Hut,45852.38
S0102,2025-03-12,Taiwan,Pizza Hut,33300.66
S0116,2025-03-12,Taiwan,Pizza Hut,23908.64
S0131,2025-03-12,Taiwan,Pizza Hut,22599.47
S0137,2025-03-12,Taiwan,Pizza Hut,31010.98
S0167,2025-03-12,Taiwan,Pizza Hut,27115.23
S0183,2025-03-12,Taiwan,Pizza Hut,20900.44
S0234,2025-03-12,Taiwan,Pizza Hut,14053.86
S0236,2025-03-12,Taiwan,Pizza Hut,42616.39
S0244,2025-03-12,Taiwan,Pizza Hut,17047.86
S0265,2025-03-12,Taiwan,Pizza Hut,57976.99
S0290,2025-03-12,Taiwan,Pizza Hut,16071.99
S0294,2025-03-12,Taiwan,Pizza Hut,36281.56
S0019,2025-03-13,Taiwan,Pizza Hut,35240.61
S0021,2025-03-13,Taiwan,Pizza Hut,33529.79
S0054,2025-03-13,Taiwan,Pizza Hut,18365.94
S0063,2025-03-13,Taiwan,Pizza Hut,26054.1
S0083,2025-03-13,Taiwan,Pizza Hut,40859.28
S0098,2025-03-13,Taiwan,Pizza Hut,33480.12
S0102,2025-03-13,Taiwan,Pizza Hut,20934.48
S0103,2025-03-13,Taiwan,Pizza Hut,26317.37
S0108,2025-03-13,Taiwan,Pizza Hut,47120.11
S0121,2025-03-13,Taiwan,Pizza Hut,25269.14
S0125,2025-03-13,Taiwan,Pizza Hut,23074.37
S0172,2025-03-13,Taiwan,Pizza Hut,27608.57
S0176,2025-03-13,Taiwan,Pizza Hut,30938.58
S0180,2025-03-13,Taiwan,Pizza Hut,23187.97
S0202,2025-03-13,Taiwan,Pizza Hut,25746.28
S0208,2025-03-13,Taiwan,Pizza Hut,17608.23
S0231,2025-03-13,Taiwan,Pizza Hut,36310.68
S0232,2025-03-13,Taiwan,Pizza Hut,27131.47
S0251,2025-03-13,Taiwan,Pizza Hut,30423.75
S0258,2025-03-13,Taiwan,Pizza Hut,31271.37
S0286,2025-03-13,Taiwan,Pizza Hut,24302.78
S0297,2025-03-13,Taiwan,Pizza Hut,18571.17
S0316,2025-03-13,Taiwan,Pizza Hut,21574.29
S0317,2025-03-13,Taiwan,Pizza Hut,44604.2
S0320,2025-03-13,Taiwan,Pizza Hut,20620.38
S0321,2025-03-13,Taiwan,Pizza Hut,21888.72
S0006,2025-03-14,Taiwan,Pizza Hut,41599.03
S0010,2025-03-14,Taiwan,Pizza Hut,56879.13
S0017,2025-03-14,Taiwan,Pizza Hut,70900.26
S0024,2025-03-14,Taiwan,Pizza Hut,48818.94
S0025,2025-03-14,Taiwan,Pizza Hut,61757.92
S0028,2025-03-14,Taiwan,Pizza Hut,77004.21
S0060,2025-03-14,Taiwan,Pizza Hut,56067.58
S0062,2025-03-14,Taiwan,Pizza Hut,78853.49
S0067,2025-03-14,Taiwan,Pizza Hut,33564.89
S0070,2025-03-14,Taiwan,Pizza Hut,91794.07
S0100,2025-03-14,Taiwan,Pizza Hut,54662.99
S0109,2025-03-14,Taiwan,Pizza Hut,60114.08
S0116,2025-03-14,Taiwan,Pizza Hut,30512.4
S0127,2025-03-14,Taiwan,Pizza Hut,75270.79
S0132,2025-03-14,Taiwan,Pizza Hut,66932.03
S0133,2025-03-14,Taiwan,Pizza Hut,37509.12
S0180,2025-03-14,Taiwan,Pizza Hut,57144.65
S0186,2025-03-14,Taiwan,Pizza Hut,43725.2
S0190,2025-03-14,Taiwan,Pizza Hut,38214.37
S0194,2025-03-14,Taiwan,Pizza Hut,36007.21
S0221,2025-03-14,Taiwan,Pizza Hut,45408.63
S0234,2025-03-14,Taiwan,Pizza Hut,28616.96
S0247,2025-03-14,Taiwan,Pizza Hut,31319.77
S0257,2025-03-14,Taiwan,Pizza Hut,31473.15
S0267,2025-03-14,Taiwan,Pizza Hut,34228.72
S0268,2025-03-14,Taiwan,Pizza Hut,25862.54
S0276,2025-03-14,Taiwan,Pizza Hut,28180.25
S0292,2025-03-14,Taiwan,Pizza Hut,48510.58
S0303,2025-03-14,Taiwan,Pizza Hut,41550.94
S0306,2025-03-14,Taiwan,Pizza Hut,29367.08
S0002,2025-03-15,Taiwan,Pizza Hut,398754.16
S0015,2025-03-15,Taiwan,Pizza Hut,136252.65
S0028,2025-03-15,Taiwan,Pizza Hut,121090.33
S0029,2025-03-15,Taiwan,Pizza Hut,79424.95
S0031,2025-03-15,Taiwan,Pizza Hut,37765.98
S0034,2025-03-15,Taiwan,Pizza Hut,110349.89
S0041,2025-03-15,Taiwan,Pizza Hut,96220.79
S0043,2025-03-15,Taiwan,Pizza Hut,102704.26
S0046,2025-03-15,Taiwan,Pizza Hut,104489.67
S0047,2025-03-15,Taiwan,Pizza Hut,88852.56
S0062,2025-03-15,Taiwan,Pizza Hut,145960.19
S0081,2025-03-15,Taiwan,Pizza Hut,110739.95
S0084,2025-03-15,Taiwan,Pizza Hut,90126.74
S0086,2025-03-15,Taiwan,Pizza Hut,63189.67
S0100,2025-03-15,Taiwan,Pizza Hut,147244.16
S0108,2025-03-15,Taiwan,Pizza Hut,84483.17
S0112,2025-03-15,Taiwan,Pizza Hut,114765.65
S0113,2025-03-15,Taiwan,Pizza Hut,109275.56
S0127,2025-03-15,Taiwan,Pizza Hut,90760.33
S0134,2025-03-15,Taiwan,Pizza Hut,68263.36
S0142,2025-03-15,Taiwan,Pizza Hut,70013.0
S0149,2025-03-15,Taiwan,Pizza Hut,101557.07
S0175,2025-03-15,Taiwan,Pizza Hut,85052.57
S0195,2025-03-15,Taiwan,Pizza Hut,91832.9
S0197,2025-03-15,Taiwan,Pizza Hut,48198.77
S0226,2025-03-15,Taiwan,Pizza Hut,51088.11
S0231,2025-03-15,Taiwan,Pizza Hut,102822.86
S0241,2025-03-15,Taiwan,Pizza Hut,96391.33
S0244,2025-03-15,Taiwan,Pizza Hut,49585.26
S0257,2025-03-15,Taiwan,Pizza Hut,74613.01
S0262,2025-03-15,Taiwan,Pizza Hut,52590.79
S0271,2025-03-15,Taiwan,Pizza Hut,119671.2
S0272,2025-03-15,Taiwan,Pizza Hut,33359.29
S0297,2025-03-15,Taiwan,Pizza Hut,49227.22
S0301,2025-03-15,Taiwan,Pizza Hut,46456.13
S0312,2025-03-15,Taiwan,Pizza Hut,26452.64
S0317,2025-03-15,Taiwan,Pizza Hut,47260.27
S0999,2025-03-15,Taiwan,Pizza Hut,91749.81
S0027,2025-03-16,Taiwan,Pizza Hut,67179.57
S0029,2025-03-16,Taiwan,Pizza Hut,69495.43
S0030,2025-03-16,Taiwan,Pizza Hut,62484.79
S0044,2025-03-16,Taiwan,Pizza Hut,74662.29
S0049,2025-03-16,Taiwan,Pizza Hut,70130.03
S0065,2025-03-16,Taiwan,Pizza Hut,50651.65
S0070,2025-03-16,Taiwan,Pizza Hut,128734.07
S0080,2025-03-16,Taiwan,Pizza Hut,131033.99
S0086,2025-03-16,Taiwan,Pizza Hut,100747.07
S0102,2025-03-16,Taiwan,Pizza Hut,97437.15
S0104,2025-03-16,Taiwan,Pizza Hut,92610.16
S0109,2025-03-16,Taiwan,Pizza Hut,98787.14
S0121,2025-03-16,Taiwan,Pizza Hut,68905.55
S0128,2025-03-16,Taiwan,Pizza Hut,101575.62
S0129,2025-03-16,Taiwan,Pizza Hut,65689.73
S0131,2025-03-16,Taiwan,Pizza Hut,54728.52
S0141,2025-03-16,Taiwan,Pizza Hut,108472.08
S0145,2025-03-16,Taiwan,Pizza Hut,74313.82
S0152,2025-03-16,Taiwan,Pizza Hut,71276.45
S0155,2025-03-16,Taiwan,Pizza Hut,97251.14
S0156,2025-03-16,Taiwan,Pizza Hut,47751.03
S0161,2025-03-16,Taiwan,Pizza Hut,74600.05
S0162,2025-03-16,Taiwan,Pizza Hut,99085.21
S0166,2025-03-16,Taiwan,Pizza Hut,95410.58
S0192,2025-03-16,Taiwan,Pizza Hut,76548.78
S0195,2025-03-16,Taiwan,Pizza Hut,83933.84
S0199,2025-03-16,Taiwan,Pizza Hut,77540.9
S0223,2025-03-16,Taiwan,Pizza Hut,71190.53
S0235,2025-03-16,Taiwan,Pizza Hut,57188.14
S0248,2025-03-16,Taiwan,Pizza Hut,78860.69
S0259,2025-03-16,Taiwan,Pizza Hut,97052.96
S0260,2025-03-16,Taiwan,Pizza Hut,56751.52
S0279,2025-03-16,Taiwan,Pizza Hut,53802.18
S0282,2025-03-16,Taiwan,Pizza Hut,57563.82
S0290,2025-03-16,Taiwan,Pizza Hut,53739.1
S0296,2025-03-16,Taiwan,Pizza Hut,64169.01
S0307,2025-03-16,Taiwan,Pizza Hut,35396.84
S0320,2025-03-16,Taiwan,Pizza Hut,65515.36
S0062,2025-02-27,Taiwan,Pizza Hut,81764.43
S0081,2025-02-27,Taiwan,Pizza Hut,71449.57
S0082,2025-02-27,Taiwan,Pizza Hut,48982.99
S0083,2025-02-27,Taiwan,Pizza Hut,62327.45
S0090,2025-02-27,Taiwan,Pizza Hut,47325.39
S0100,2025-02-27,Taiwan,Pizza Hut,70724.88
S0101,2025-02-27,Taiwan,Pizza Hut,68099.02
S0121,2025-02-27,Taiwan,Pizza Hut,51533.17
S0122,2025-02-27,Taiwan,Pizza Hut,65490.95
S0127,2025-02-27,Taiwan,Pizza Hut,67992.17
S0130,2025-02-27,Taiwan,Pizza Hut,67633.31
S0139,2025-02-27,Taiwan,Pizza Hut,43031.29
S0140,2025-02-27,Taiwan,Pizza Hut,50537.63
S0152,2025-02-27,Taiwan,Pizza Hut,64130.54
S0223,2025-02-27,Taiwan,Pizza Hut,60225.73
S0226,2025-02-27,Taiwan,Pizza Hut,39810.85
S0230,2025-02-27,Taiwan,Pizza Hut,63475.02
S0235,2025-02-27,Taiwan,Pizza Hut,56473.57
S0263,2025-02-27,Taiwan,Pizza Hut,62742.61
S0271,2025-02-27,Taiwan,Pizza Hut,66285.17
S0279,2025-02-27,Taiwan,Pizza Hut,45432.86
S0298,2025-02-27,Taiwan,Pizza Hut,36448.5
S0299,2025-02-27,Taiwan,Pizza Hut,35104.56
S0305,2025-02-27,Taiwan,Pizza Hut,57326.67
